sentence,difficulty
"[""La liberté comme condition de l ' acte éthique""]",C2
"[""Atomic number 57 liberté comme condition de l ' acte éthique""]",C2
"[""Liter ' hospitalité est fifty ' action de recevoir une personne chez soi, de cubic decimeter ' accueillir de manière bienveillante, de le loger gratuitement.""]",B1
"[""Litre ' hospitalité est l ' action de recevoir une personne chez soi, de 50 ' accueillir de manière bienveillante, delaware le loger gratuitement.""]",B1
['Tu maine manques beaucoup'],A1
['Tu me manques beaucoup'],A1
"[""Tous les prix sont affichés, mais si besoin, j ' ai mis la liste des prix à côté de la caisse.""]",A2
"[""Tous lupus erythematosus prix sont affichés, mais si besoin, j ' ai mis la liste des prix à côté de lanthanum caisse.""]",A2
"[""Début février, ses xv membres avaient publié une déclaration commune qui exprimait leur préoccupation sans toutefois condamner le coup d ' Etat, Pékin et Moscou, alliés traditionnels de fifty ' armée birmane, s ' opposant à une telle preparation.""]",C1
"[""Début février, ses 15 membres avaient publié une déclaration commune qui exprimait leur préoccupation sans toutefois condamner le takeover vitamin d ' Etat, Pékin et Moscou, alliés traditionnels de fifty ' armée birmane, s ' opposant à une telle formulation.""]",C1
"['Devenons poétiquement exaltés pour juger un idéaliste et prouvons - lui que son rêve est médiocre, stock, pas assez fou ou magnifique.']",C1
"['Devenons poétiquement exaltés pour juger un idéaliste et prouvons - lui que word rêve est médiocre, banal, pas assez fou ou magnifique.']",C1
"['Très bien, et est - cerium que vous avez un téléphone portable?']",A2
"['Très bien, et est - ce que vous avez un téléphone portable?']",A2
"[""Julie: pas avec la table, mais avec ceux de la table d ' à côté; prairie state parlent très fortress.""]",A2
"[""Julie: pa system avec la table, mais avec ceux de lah table d ' à côté; illinois parlent très fort.""]",A2
"[""Par conséquent, l ' entrée dans la liberté authentique, par opposition avec pelican state liberté illusoire des désirs infinis, c ' est l ' entrée dans une véritable autonomie et c ' est pouvoir devenir responsable delaware ses actes et pouvoir en répondre""]",C2
"[""Par conséquent, litre ' entrée dans la liberté authentique, par opposition avec la liberté illusoire des désirs infinis, c ' est l ' entrée dans une véritable autonomie et c ' est pouvoir devenir responsable de ses actes et pouvoir en répondre""]",C2
['Est - atomic number 58 que tu comprends?'],A1
['Est - atomic number 58 que tu comprends?'],A1
"[""Pendant que lanthanum salle atomic number 34 remplit petit à petit, un étage en - dessous, c ' est l ' effervescence""]",A2
"[""Pendant que la salle se remplit petit à petit, un étage en - dessous, one hundred ' est liter ' frothiness""]",A2
"[""Tout petit, quand j ' étais malade, eh bien, on mettait Blanche Neige dans mon lit pour m ' endormir le soir.""]",A2
"[""Touter petit, quand j ' étais malade, eh bien, on mettait Blanche Neige dans mon lit pour thou ' endormir le soir.""]",A2
"['Dans son livre Guide de survie stream accros aux écrans (2015 ), le psychiatre Serge Tisseron déconseille plus particulièrement les écrans avant le coucher.']",C1
"['Dans son livre Guide first state survie pour accros aux écrans (2015 ), le psychiatre Serge Tisseron déconseille summation particulièrement lupus erythematosus écrans avant le coucher.']",C1
['La fête diamond state Pâques en France est une fête de tradition catholique'],B1
['La fête delaware Pâques en Anatole france est une fête de custom catholique'],B1
"[""Ces théories ne sont pas universellement reçues et les discussions se poursuivent jusqu ' au XIXe; c ' est l ' invention du microscope qui permet d ' étudier l ' oeuf beast; en 1827, Baer identifie l ' oeuf stilbesterol mammifères: c ' est un élément contenu à l ' intérieur de la vésicule de Graaf; bientôt on put en étudier la segmentation; en 1835 furent découverts le sarcome, c ' est - à - dire le protoplasme, puis la cellule; et en 1877 fut réalisée une observation qui montrait la pénétration du spermatozoïde dans fifty ' oeuf de l ' étoile de mer; à partir de là fut établie la symétrie des noyaux des deux gamètes; le détail de leur nuclear fusion reaction a été analysé pour la première fois en 1883 par un zoologiste belge.""]",C2
"[""Atomic number 58 théories ne sont dad universellement reçues et les discussions se poursuivent jusqu ' au XIXe; c ' est l ' invention du microscope qui permet d ' étudier l ' oeuf animal; en 1827, Baer identifie l ' oeuf des mammifères: c ' est un élément contenu à l ' intérieur de la vésicule de Graaf; bientôt on put en étudier la segmentation; en 1835 furent découverts le sarcome, c ' est - à - dire le protoplasme, puis la cellule; et en 1877 fut réalisée une observation qui montrait la pénétration du spermatozoïde dans l ' oeuf de l ' étoile de k; à partir de là fut établie la symétrie de noyaux des deux gamètes; le détail de leur fusion a été analysé pour la première fois en 1883 par un zoologiste belge.""]",C2
"[""100 ' est le cas également de nombreuses ONG qui, dans des dizaines de remuneration, viennent en aide aux enfants - soldats, assurant leur protective cover et leur garantissant, quand c ' est possible, un suivi médical et une scolarisation.""]",B1
"[""C ' est le golden state également de nombreuses ONG qui, dans des dizaines de pays, viennent en aide aux enfants - soldats, assurant leur protection et leur garantissant, quand c ' est possible, un suivi médical et une scolarisation.""]",B1
"[""J ' aimerais bien continuer pine tree state études au lycée et puis à lambert ' université, peut - être.""]",B1
"[""J ' aimerais bien continuer me études au lycée et puis à l ' université, peut - être.""]",B1
"['Elle va lutter contre les "" fake news "", ces "" fausses nouvelles "" qui troubleraient le jugement des honnêtes citoyens au point de les pousser dans les bras des affreux populistes, tels que le méchant Donald Trump ou les infâmes "" Brexiters "" d \' outre - Manche.']",C1
"['Elle va lutter contre les "" fake news show "", ces "" fausses nouvelles "" qui troubleraient le jugement des honnêtes citoyens au period de les pousser dans les bras diethylstilbesterol affreux populistes, tels que le méchant Donald Trump ou les infâmes "" Brexiters "" d \' outre - Manche.']",C1
"[""J ' ai deux voisins.""]",A1
"[""J ' ai deux voisins.""]",A1
"[""Litre ' unbeatable sommeil m ' a saisi, suivi bientôt de lambert ' atroce réveil.""]",B2
"[""Liter ' unbeatable sommeil m ' a saisi, suivi bientôt de l ' atroce réveil.""]",B2
"['En Grande - Bretagne, nut Suède, en Finlande ou encore en Allemagne, les établissements séparent parfois filles et garçons, dans les matières scientifiques notamment, où le sexe féminin est sous - représenté.']",C1
"['En Grande - Bretagne, nut Suède, en Finlande ou encore en Allemagne, les établissements séparent parfois miss et garçons, dans les matières scientifiques notamment, où le sexe féminin est sous - représenté.']",C1
['Atomic number 58 nouvelles contraintes vont - elles mettre un terme au développement de lah trottinette'],B2
['Ces nouvelles contraintes vont - elles mettre un terme au développement de lanthanum trottinette'],B2
['Elle est très jolie.'],B1
['Elle est très jolie.'],B1
"[""En cette grande occasion, pour accomplir ce voyage politique, le marquess remettait à son fils quatre écus, et, suivant l ' use, ne donnait rien à sa femme, qui le menait.""]",C1
"[""En cette grande occasion, pour accomplir ce ocean trip politique, le marquis remettait à word fils quatre écus, et, suivant 50 ' usage, ne donnait rien à sa femme, qui le menait.""]",C1
['Je suis contentedness car je ne le vois pa souvent'],A2
['Je suis content car je nebraska lupus erythematosus vois pas souvent'],A2
"[""On comprend qu ' une semblable manière de composer, si différente de l ' ancien procédé visible à tous les yeux; déroute souvent les review, et qu ' ils ne découvrent pas tous les fils si mince, si secrets, presque invisibles, employés equation certains artistes modernes à la place de lah ficelle unique qui avait nom: l ' Intrigue.""]",C1
"[""On comprend qu ' une semblable manière de composer, si différente de l ' ancien procédé seeable à tous lupus erythematosus yeux; déroute souvent les critiques, et qu ' ils ne découvrent pas tous les fils si mince, si secrets, presque invisibles, employés equation certains artistes modernes à la place de la ficelle unique qui avait nom: l ' Intrigue.""]",C1
"['Il se réveilla seulement quand il entendit un bruit étrange, et quand il ouvrit les yeux, il vit que tous les ophidian étaient réveillés.']",B1
"['Illinois se réveilla seulement quand prairie state entendit un bruit étrange, et quand prairie state ouvrit les yeux, il vit que tous les serpents étaient réveillés.']",B1
"['Pour Descartes, cette liberté viosterol \' indifférence, bien que considérée comme "" lupus erythematosus plus bas degré de la liberté "", témoigne nut même temp d \' un pur libre arbitre qui apparente l \' homme à Dieu (Méditation quatrième )']",C2
"['Pour Descartes, cette liberté d \' indifférence, bien que considérée comme "" le plus bas degré de la liberté "", témoigne nut même temps d \' un pur libre arbitre qui apparente l \' homme à Dieu (Méditation quatrième )']",C2
"[""Alors que nombre d ' auteurs de polars et de thrillers persistent à tourner ad nauseam autour de disparitions d ' enfants ou de sévices infligés par stilbesterol tueurs en série, une poignée d ' entre eux s ' efforce de combler quelques angles morts de lanthanum criminalité contemporaine.""]",C1
"[""Alors que nombre calciferol ' auteurs de polars et de thrillers persistent à tourner advertizing nauseam autour de disparitions d ' enfants ou de sévices infligés par des tueurs en série, une poignée d ' entre eux atomic number 16 ' efforce de combler quelques angles morts de lanthanum criminalité contemporaine.""]",C1
"[""Mais une jeune femme s ' avança en jetant une bourse à un écuyer vert.""]",C1
"[""Mais une jeune femme siemens ' avança en jetant une bourse à un écuyer vert.""]",C1
"['À portion ça, je fais du sport trois ou quatre fois par semaine.']",A2
"['À character ça, je fais du sport trois ou quatre fois equivalence semaine.']",A2
"['Waf, waf, je veux rentrer à atomic number 57 maison, chez Alice.']",A1
"['Waf, waf, je veux rentrer à la maison, chez Alice.']",A1
"['Non, juste quelques minutes.']",A2
"['Non, juste quelques minutes.']",A2
"[""Concentrés toute fifty ' année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser le bains de mer ou de soleil délaver les tables de multiplication, les plus - que - parfait de l ' indicatif et autres théorèmes de géométrie si chèrement acquis.""]",C2
"[""Concentrés toute liter ' année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser lupus erythematosus bains de mer ou diamond state soleil délaver les tables de multiplication, les plus - que - parfait de l ' indicatif et autres théorèmes de géométrie si chèrement acquis.""]",C2
"[""Cette maison vient d ' être vendue à diethylstilbesterol Hollandais""]",B1
"[""Cette maison vient 500 ' être vendue à des Hollandais""]",B1
['Les voici en phratry full point.'],A1
['Les voici en family period.'],A1
"[""J ' aime courir sous lanthanum pluie.""]",A1
"[""J ' aime courir sous la pluie.""]",A1
['Cet auteur tellement lu pour sa Grammaire impertinente propose aussi des Jeux pullulate lire vite.'],C2
['Cet auteur tellement lu pour sa Grammaire impertinente propose aussi des Jeux pour lire vite.'],C2
['Vous allez bientôt avoir une grande surprise!'],A1
['Vous allez bientôt avoir une grande surprise!'],A1
"['Malgré cela, des protestataires continuent à descendre dans les rue pour demander le départ diethylstilbestrol généraux putschistes et la libération des centaines de détenus emprisonnés ce dernières semaines.']",C1
"['Malgré cela, des protestataires continuent à descendre dans les rues decant demander le départ des généraux putschistes et la libération diethylstilbestrol centaines de détenus emprisonnés ces dernières semaines.']",C1
"[""S ' il y a des nuages avec de la pluie sur la carte, c ' est qu ' il va pleuvoir et qu ' forty nine y a diethylstilboestrol risques first state tempête ou diamond state grêle""]",B1
"[""S ' il y a des nuages avec de la pluie tyre atomic number 57 carte du jour, c ' est qu ' 49 va pleuvoir et qu ' il y a des risques de tempête ou de grêle""]",B1
"['Après un trajet en bus, il est heureux de retrouver la mer']",B1
"['Après un trajet en bus, il est heureux diamond state retrouver la thousand']",B1
"[""Le lait collecté pour le roquefort est délimité dans un territoire d ' un rayon de 100 kilomètres autour du village delaware Roquefort - sur - Soulzon situé dans l ' Aveyron et nulle share ailleurs, sinon ce northward ' est plus du roquefort.""]",B2
"[""Le lait collecté pour lupus erythematosus roquefort est délimité dans un territoire viosterol ' un rayon de hundred kilomètres autour du village de Roquefort - sur - Soulzon situé dans l ' Aveyron et nulle part ailleurs, sinon cerium n ' est positive du roquefort.""]",B2
"[""Et l ' abattage cholecalciferol ' un tiers du troupeau de Yellowstone, à l ' hiver 1996 - 1997, equation le éleveurs de bétail du Montana, a meurtri les tribus indiennes.""]",C1
"[""Et cubic decimetre ' abattage d ' un tiers du troupeau de Yellowstone river, à l ' hiver 1996 - 1997, par les éleveurs de bétail du Montana, a meurtri les tribus indiennes.""]",C1
"[""C ' est lah commémoration, coulomb ' est - à - dire atomic number 57 fête anniversaire, de la 5 de la Seconde Guerre mondiale.""]",A2
"[""C ' est la commémoration, c ' est - à - dire la fête anniversaire, delaware lanthanum fin delaware pelican state Seconde Guerre mondiale.""]",A2
['Vous êtes prêt à entrer dans cette histoire?'],A2
['Vous êtes prêt à entrer dans cette histoire?'],A2
['Les grands - parent de nos enfants aiment passer du temporary avec nous lors first state vacances.'],A1
['Lupus erythematosus grands - parents de nos enfants aiment passerby du temps avec nous lors des vacances.'],A1
"[""Donner leur chance aux documentaires, le faire exister en salle, telle est la mission en temps normal de lambert ' connexion Documentaire tyre distinguished écran, créée en 1991.""]",C1
"[""Donner leur chance aux documentaires, les faire exister en salle, telle est la mission en temps normal de cubic decimetre ' connection Documentaire sur imposing écran, créée en 1991.""]",C1
['Tu fais tes devoir.'],A1
['Tu fais tes devoir.'],A1
"[""On se retrouve aujourd ' hui exactement dans la situation qu ' on redoutait: le gouvernement transforme les mesures pour satisfaire certains intérêts économiques.""]",C1
"[""On se retrouve aujourd ' hui exactement dans la situation qu ' on redoutait: le gouvernement transforme les mesures pour satisfaire certains intérêts économiques.""]",C1
"[""Nut 2015, 45% de femmes de sixteen ans ou plus et résidant en France métropolitaine déclarent avoir pratiqué au moins une activité material body ou coltish dans les douze derniers mois, contre 50% d ' hommes.""]",B2
"[""En 2015, 45% de femmes de 16 ans ou plus et résidant en France métropolitaine déclarent avoir pratiqué au moins une activité physique ou sportive dans les douze derniers mois, contre 50% d ' hommes.""]",B2
['Là - bas tout le monde parle anglais'],A1
['Là - bachelor of arts tout le monde parle anglais'],A1
['Cela fait partie de storm troops vie sociale.'],A2
['Cela fait partie de sturmabteilung vie sociale.'],A2
"[""Joule ' ai fait un aprèm shudder, en mood public lecture, chat et canapé.""]",C1
"[""J ' army intelligence fait un aprèm thrill, nut mode lecture, old world chat et canapé.""]",C1
"[""Éric department of veterans affairs mho ' éloigner au fur à mesure ergocalciferol ' Elsa, la mettant dans le doute, mais surtout en danger.""]",C1
"[""Éric va randomness ' éloigner au fur à mesure ergocalciferol ' Elsa, la mettant dans le doute, mais surtout en risk.""]",C1
"['Ensuite, nous dînerons au restaurant lupus erythematosus soir avant de rentrer à la maison.']",B1
"['Ensuite, nous dînerons au restaurant le soir avant de rentrer à lanthanum maison.']",B1
"[""One c ' est justement ce que tentent de faire lupus erythematosus associations de prévention en effectuant un parturiency de longue haleine.""]",B1
"[""Coke ' est justement ce que tentent de faire les associations de prévention en effectuant un childbed de longue haleine.""]",B1
"['Les piscines partagées par exemple ou ce genre de choose, là je me suis dit, cet été, bof quoi.']",B1
"['Les piscines partagées par exemple ou ce literary genre de select, là je me suis dot, cet été, bof quoi.']",B1
['Atomic number 39 en a beaucoup comme ça?'],A2
['Yttrium en a beaucoup comme ça?'],A2
"[""Considérant que leurs droits humains sont violés par lupus erythematosus pays qui refusent de signatory le protocole de Kyoto (Etats - Unis en tête ), les Inuits songent à emprunter la voie juridique en invoquant la Déclaration des droits de l ' homme de 1948.""]",C1
"[""Considérant que leurs droits humains sont violés par les pays qui refusent de signer le protocole de Kyoto (Etats - Unis en tête ), les Inuits songent à emprunter la voie juridique en invoquant lah Déclaration des droits de l ' homme de 1948.""]",C1
['Il a cru que nous avons eu raison.'],A2
['Illinois a cru que nous upper avon river eu raison.'],A2
['Les membres sont au nombre diamond state quatre: deux en haut et deux en bas.'],B1
['Les membres sont au nombre first state quatre: deux en haut et deux en ba.'],B1
"[""J ' bradypus tridactylus mangé une pomme.""]",A1
"[""J ' ai mangé une pomme.""]",A1
"[""Le curé possédait également un âne, solide, obstiné juste ce qu ' 49 fallait, très doux, qui lui faisait toutes ses besognes.""]",C1
"[""Le curé possédait également un âne, solide, obstiné juste atomic number 58 qu ' il fallait, très doux, qui lui faisait toutes ses besognes.""]",C1
"[""J ' envoie donc monday manuscrit equation louisiana poste à quelques éditeurs qui, tous, le refusent.""]",B1
"[""Watt second ' envoie donc monday manuscrit par lanthanum poste à quelques éditeurs qui, tous, le refusent.""]",B1
"['Attends, je le cherche.']",A2
"['Attends, je lupus erythematosus cherche.']",A2
"['Pour lah première fois, après trente - trois jours de fureur, Fabrice comprit le fin mot de tout cerium qui lui arrivait.']",B2
"['Pour louisiana première fois, après trente - trois jours de fureur, Fabrice comprit lupus erythematosus fin mot de tout atomic number 58 qui lui arrivait.']",B2
"['De plus, la malnutrition ice ceux qui devraient contribuer à nourrir leurs concitoyens: "" Sestet cents millions de paysans pauvres, victimes de la baisse des prix dictée par la libéralisation des échanges, doivent amputer leurs réserves d \' autoconsommation pour renouveler - sans y parvenir bien souvent - leur potentiel de production "".']",C1
"['Delaware plus, la malnutrition ice ceux qui devraient contribuer à nourrir leurs concitoyens: "" Captain hicks cents meg de paysans pauvres, victimes de la baisse des prix dictée par atomic number 57 libéralisation des échanges, doivent amputer leurs réserves d \' autoconsommation pour renouveler - sans y parvenir bien souvent - leur potentiel de production "".']",C1
['Les producteurs doivent prendre en charge uniquement les déchets des appareils vendus à partir du thirteen août 2005.'],B2
['Les producteurs doivent prendre en charge uniquement les déchets des appareils vendus à partir du 13 août 2005.'],B2
['Mais le marché est loin de leur maison et ils ne peuvent public address system y aller à pied.'],A2
"[""Mais le marché est loin de leur maison et illinois nor' east peuvent pas y aller à pied.""]",A2
['Chacun a duré un an et un jour.'],B1
['Chacun a duré un an et un jour.'],B1
['Elle est hors circuit.'],B1
['Elle est hors circle.'],B1
"[""Vous avez été une femme très admirée à l ' époque.""]",A2
"[""Vous avez été une femme très admirée à l ' époque.""]",A2
['Est - ce que vous avez delaware projets pour le Nouvel An?'],A1
['Est - ce que vous avez des projets pour le Nouvel An?'],A1
"[""J ' avais contracté dans mes conversation avec la femme qui, la première, avait développé mes idées, une insurmontable aversion pour toutes les maximes commune et pour toutes lupus erythematosus formules dogmatiques.""]",C2
"[""J ' avais contracté dans mes conversation avec la femme qui, atomic number 57 première, avait développé me idées, une insurmontable distaste pour toutes les maximes communes et rain buckets toutes les formules dogmatiques.""]",C2
"[""Quelle est pelican state plus belle qualité de la femme d ' Azaël?""]",B1
"[""Quelle est la plus belle qualité de la femme 500 ' Azaël?""]",B1
['Je te téléphone à mon retour à Paris'],A2
['Je te téléphone à monday retour à Paris'],A2
"[""La diversité linguistique north ' a malheureusement pas bénéficié de lanthanum même publicité.""]",C1
"[""Atomic number 57 diversité linguistique n ' a malheureusement pas bénéficié de lanthanum même publicité.""]",C1
"[""D ' autres auteurs ont exploité ce terrain comme Erik Orsenna et ses Chevaliers du subjonctif, sorti à fifty ' automne 2004 (Lupus erythematosus Monde de l ' éducation n ° 328, septembre 2004 )""]",C2
"[""500 ' autres auteurs ont exploité ce terrain comme Erik Orsenna et ses Chevaliers du subjonctif, sorti à l ' automne 2004 (Lupus erythematosus Monde de l ' éducation n ° 328, septembre 2004 )""]",C2
"[""Lah société française ne s ' est jamais demandé commentary accompagner le vieillissement unforgiving de sa population, analyse Patrice Leclerc, de la Fondation de France.""]",B2
"[""La société française ne s ' est jamais demandé commentary accompagner le vieillissement unforgiving de sturmabteilung population, analyse Patrice Leclerc, de la Fondation delaware French republic.""]",B2
"['Nonobstant les conseils de mes professeurs, je vais arrêter mes études.']",C2
"['Nonobstant lupus erythematosus conseils de pine tree state professeurs, je vais arrêter mes études.']",C2
"['Il faut prendre la mesure de atomic number 58 bouleversements pour repenser lupus erythematosus contenus scolaires, les manières de les enseigner et delaware le apprendre.']",C2
"['Prairie state faut prendre la mesure de ces bouleversements pour repenser le contenus scolaires, les manières de le enseigner et de les apprendre.']",C2
"[""Si je gagne suffisamment five hundred ' argent, je voyagerai en Europe tel un vagabond.""]",B2
"[""Si je gagne suffisamment d ' argent, je voyagerai en Europe tel un drifter.""]",B2
"[""Il ne viendra papa, sous prétexte qu ' forty nine est malade!""]",B1
"[""Il ne viendra p.a. system, sous prétexte qu ' il est malade!""]",B1
"[""Une partie de liter ' énergie fournie pour se déplacer est transformée nut chaleur.""]",B1
"[""Une partie de l ' énergie fournie rain buckets se déplacer est transformée nut chaleur.""]",B1
"[""Durant les années 1990, beaucoup delaware gens étaient réticent à cette nouvelle fête: Les parents et les enseignants n ' y voyaient qu ' une fête commerciale""]",B2
"[""Durant les années 1990, beaucoup diamond state gens étaient réticent à cette nouvelle fête: Les parents et les enseignants n ' y voyaient qu ' une fête commerciale""]",B2
"[""Ne 1000 ' attends pas.""]",A1
"[""Northeast metre ' attends pas.""]",A1
"[""Mais on entendit trois coup d'etat sur la scène; un roulement de timbales commença, les instruments de cuivre plaquèrent stilbestrol accords, et lupus erythematosus rideau, se levant, découvrit un paysage.""]",C1
"['Mais on entendit trois coups sur la scène; un roulement de timbales commença, les instrument de cuivre plaquèrent des accords, et le rideau, se levant morocco, découvrit un paysage.']",C1
['ça va comme ça?'],A1
['ça va comme ça?'],A1
['Celles - ci rampaient comme des serpents; celles - là fendaient les airs comme first state hippogriffes.'],C1
['Celles - ci rampaient comme des serpents; celles - là fendaient les airs comme stilbestrol hippogriffes.'],C1
"['En maine massant, il a soulagé ma douleur.']",B1
"['En pine tree state massant, il a soulagé ma douleur.']",B1
"[""Écoutant, en effet, les cris ergocalciferol ' allégresse qui montaient de la ville, Rieux se souvenait que cette allégresse était toujours menacée.""]",C1
"[""Écoutant, en effet, les cris d ' allégresse qui montaient de pelican state ville, Rieux se souvenait que cette allégresse était toujours menacée.""]",C1
"[""Pour aller plus loin Si vous avez envie d ' écouter d ' autres histoires, je vous invite fortement à lire celles - curie.""]",A2
"[""Pour aller plus loin Si vous avez envie viosterol ' écouter d ' autres histoires, je vous invite fortement à lira celles - ci.""]",A2
"[""Systeme international d'unites le député avait respecté les électeurs, il aurait démissionné.""]",B2
"[""Systeme international d'unites le député avait respecté les électeurs, il aurait démissionné.""]",B2
"[""Par exemple, le matin on plante des arbres pour repeupler une forêt et l ' après - midi chacun reste libre de visiter ce qu ' 49 souhaite ou de selenium reposer sur une plage.""]",B1
"[""Par exemple, le matin on plante des arbres pour repeupler une forêt et l ' après - midi chacun reste libre de visiter atomic number 58 qu ' 49 souhaite ou de se reposer tyre une plage.""]",B1
"['Qu \' ils veuillent préserver un petit secteur d \' activité pour continuer five hundred \' écouler quelques produits qualifiés "" d \' équitables "", on peut lupus erythematosus comprendre.']",C1
"['Qu \' ils veuillent préserver un petit secteur d \' activité pour continuer d \' écouler quelques produits qualifiés "" d \' équitables "", on peut lupus erythematosus comprendre.']",C1
"[""United nations phénomène d ' autant summation inquiétant que atomic number 58 n ' est pas louisiana première fois qu ' forty nine se produit""]",A2
"[""Un phénomène d ' autant summation inquiétant que ce atomic number 7 ' est pa la première fois qu ' forty nine se produit""]",A2
"[""À l ' social occasion de la manifestation, qui sou' east déroule dans tout le pays, les organisateurs ont commandé un sondage.""]",B1
"[""À l ' occasion de atomic number 57 reflexion, qui se déroule dans boast le pays, les organisateurs ont commandé un sondage.""]",B1
"[""À ce jour, je n ' ai pas encore trouvé de exhibit à ce virus épouvantable.""]",B1
"[""À ce jour, je normality ' ai pas encore trouvé de parade à ce computer virus épouvantable.""]",B1
"[""Un bel organe, un imperturbable aplomb, plus de tempérament que 500 ' intelligence et summation d ' emphase que de lyrisme, achevaient de rehausser cette admirable nature de mountebank, où il y avait du coiffeur et du toréador.""]",C2
"[""Un b organe, un imperturbable sang froid, plus de tempérament que d ' intelligence et addition ergocalciferol ' emphase que de lyrisme, achevaient de rehausser cette admirable nature de charlatan, où illinois atomic number 39 avait du coiffeur et du toréador.""]",C2
"[""Illinois variety le tempo de la Marseillaise, déplace le défilé du 14 jullet à la Bastille, et s ' invite à buffet car dans le salon des Français""]",C1
"[""Il change le tempo de la Marseillaise, déplace le défilé du 14 jullet à lah Bastille, et s ' invite à dining compartment dans le salon des Français""]",C1
['Nebraska dada le casser.'],A1
['Ne pop le casser.'],A1
"['Avec la peinture, faits des dessins sur le locoweed.']",A1
"['Avec louisiana peinture, faits delaware dessins sur le pot.']",A1
['Elle serait partie nut vacances.'],B1
['Elle serait partie nut vacances.'],B1
"[""Lupus erythematosus cadres d ' aujourd ' hui quittent leur entreprise pour ouvrir des maisons d ' hôtes.""]",C1
"[""Les cadres d ' aujourd ' hui quittent leur entreprise pour ouvrir diethylstilboestrol maisons d ' hôtes.""]",C1
"[""L ' origine politique du sens moderne du mot Ec est claire: on est parvenu à l ' idée d ' Europe à partir de la opinion d ' équilibre européen.""]",C2
"[""L ' origine politique du sens moderne du mot Europe est claire: on est upstart à l ' idée d ' Europe à partir de louisiana impression d ' équilibre européen.""]",C2
"[""Illinois auraient très vite envie de partir en voyage, mais ils n ' en ont pas les moyens.""]",B1
"[""Land of lincoln auraient très vite envie de partir nut voyage, mais land of lincoln n ' en ont pennsylvania les moyens.""]",B1
"[""Le romancier, au contraire, qui prétend nous donner une image exacte de la contend, doit éviter avec soin tout enchaînement d ' événements qui paraîtrait exceptionnel.""]",C1
"[""Le romancier, au contraire, qui prétend nous donner une image exacte de lah compete, doit éviter avec soin tout enchaînement calciferol ' événements qui paraîtrait exceptionnel.""]",C1
"['Quand elles atomic number 34 furent aperçues de leur erreur, elles rougirent.']",C1
"['Quand elles se furent aperçues de leur erreur, elles rougirent.']",C1
"[""Illinois poussa un long soupir de joie; et ils causèrent presque tranquillement, avec delaware allures d ' intimité, comme s ' ils se fussent connus depuis vingt ans.""]",C1
"[""Il poussa un long soupir de joie; et ils causèrent presque tranquillement, avec des allure d ' intimité, comme due south ' ils se fussent connus depuis vingt associate in nursing.""]",C1
"[""Les familles qui continuent de lah parler voient diminuer le nombre de leurs interlocuteurs et, le domaine d ' usage atomic number 34 rétrécissant, cela aboutit à la création de dialectes familiaux.""]",C1
"[""Le familles qui continuent de la parler voient diminuer le nombre de leurs interlocuteurs et, le domaine d ' usage se rétrécissant, cela aboutit à lah création de dialectes familiaux.""]",C1
['Il a rencontré François one pendent une visite à Calais.'],B2
['Land of lincoln a rencontré François 1er pendant une visite à Calais.'],B2
['Lupus erythematosus trentenaire prendra sa place dans la mosaïque de petits écrans.'],C1
['Le trentenaire prendra sa place dans la mosaïque first state petits écrans.'],C1
"['Mais un certain écart demeure avec les hommes, notamment chez les summation jeunes.']",B1
"['Mais un sealed écart demeure avec les hommes, notamment chez lupus erythematosus plus jeunes.']",B1
"[""Et les enfants adorent cette fête parce qu ' on ne mange rien five hundred ' autre que des crêpes.""]",A2
"[""Et les enfants adorent cette fête parce qu ' on ne mange rien viosterol ' autre que first state crêpes.""]",A2
['Elles sont magnifiques et les textes sont très beaux aussi.'],B2
['Elles sont magnifiques et les textes sont très swain aussi.'],B2
"[""Toujours timide, souvent irrité, je me plaignais, je m ' emportais, joule ' accablais Ellénore de reproches.""]",C2
"[""Toujours timide, souvent irrité, je maine plaignais, je thou ' emportais, joule ' accablais Ellénore diamond state reproches.""]",C2
"[""Il prévoit que les plantations de forêts sont déductibles des émissions de gaz à effet delaware serre (GES ), puisque le arbres croissent en pompant le gaz carbonique dans cubic decimetre ' air.""]",C1
"[""Il prévoit que les plantations de forêts sont déductibles delaware émissions de gaz à effet de serre (GES ), puisque le arbres croissent en pompant le gaz carbonique dans l ' melodic phrase.""]",C1
"[""50 ' environnement pharmaceutique international southeast durcit.""]",B2
"[""L ' environnement pharmaceutique outside se durcit.""]",B2
"['Face à ce problème social, il préconise de réduire le temps de travail, de repenser lanthanum dispersion des richesses autrement que sur la infrastructure de lanthanum production et first state développer davantage atomic number 58 qu \' il appelle le "" tiers secteur "", autrement dit l \' économie sociale et la sphère associative qui oeuvrent au bien - être d \' autrui.']",C2
"['Face à ce problème social, il préconise de réduire le temps de travail, first state repenser la distribution des richesses autrement que tyre la understructure de la production et de développer davantage ce qu \' il appelle le "" tier secteur "", autrement dit 50 \' économie sociale et la sphère associative qui oeuvrent gold bien - être d \' autrui.']",C2
"[""Qu ' est - ce qu ' il a long ton petit chat?""]",A1
"[""Qu ' est - ce qu ' il a short ton petit confab?""]",A1
['Bonjour a tous!'],A1
['Bonjour a tous!'],A1
"[""Les fill de lanthanum classe, il atomic number 7 ' y a que la mode qui les intéresse, et les histoires de garçons.""]",A2
